time,cpu_usage_pct,ram_usage_pct,network_in,network_out,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written
10:39:55,20,0.0193667,1.76,18.35,0,0,0,0,0,0,5,6,298130,8,0,4,335,119785,1663,0,0,7123,5094,445,1064,51,67,132,126,2,44,44,1,67,20,977984,91,1,17,3,186835,186832,4,5,0,0,2,297901,179945,3,3,98,11,6,0,0,0,40,384576,137,30,1,0,0,1,0,0,1,1,0,0,1
10:40:04,20,0.0196065,1.77,19.36,0,0,0,0,0,0,4,6,299790,7,0,4,1314,122274,1657,0,0,7097,5071,436,835,47,3,74,0,2,42,42,1,56,19,986555,87,0,17,2,186711,186705,4,4,0,0,2,299493,179956,3,3,91,10,4,0,0,0,41,384830,137,29,1,0,0,1,0,0,1,1,0,0,1
10:40:14,20.1,0.019681,1.77,19.36,0,0,0,0,0,0,4,14,299362,7,0,4,1496,122733,1963,0,0,7286,5236,583,1264,56,68,137,126,270,43,43,1,67,20,989370,89,1,24,2,186808,186802,174,5,0,0,2,299195,180213,4,4,227,10,18,0,1,0,41,377414,455,151,1,0,0,1,0,0,1,1,0,0,1
10:40:23,20.1,0.0195361,1.77,19.35,0,0,0,0,0,0,4,12,296261,7,0,4,415,118756,1699,0,0,7098,5072,440,1021,52,4,124,0,2,43,43,1,68,20,971656,89,1,17,2,186071,186069,4,5,0,0,2,296142,179237,3,3,93,10,4,0,0,0,41,380595,136,26,0,0,0,2,0,0,2,0,0,0,0
10:40:33,20.1,0.0194473,1.92,19.54,0,0,0,0,0,0,4,16,294779,12,0,4,1310,118300,1766,0,0,7437,5382,2522,3330,460,72,603,126,2,45,45,1,956,276,975843,93,5,17,2,188040,188030,4,5,4,9,11,294632,179008,7,8,102,12,5,0,5,0,40,365501,147,30,1,0,0,7,0,0,7,1,0,0,1
10:40:42,20.2,0.0197861,1.77,19.36,0,0,0,0,0,0,4,12,297760,6,0,4,1055,120721,1762,0,0,7429,5385,2510,2958,463,71,477,0,2,43,43,1,940,276,988169,89,4,17,2,188228,188210,4,4,4,5,11,297439,179276,7,8,93,11,5,0,5,0,42,372191,140,32,1,0,0,7,0,0,7,1,0,0,1
10:40:52,20.1,0.0197718,1.85,18.44,0,0,0,0,0,0,4,21,297302,7,0,4,1322,120416,1785,0,0,7385,5351,2507,3003,460,197,505,126,2,42,42,1,941,273,985868,87,4,17,2,188177,188159,4,4,4,8,11,296943,179295,7,8,92,11,5,0,5,0,41,368405,138,31,1,0,0,5,0,0,5,1,0,0,1
10:41:01,20.2,0.0194595,1.64,19.36,0,1,0,1,0,1,4,14,290472,7,0,8,1322,113809,1740,0,0,7414,5374,2515,3162,460,71,534,126,4,43,43,1,951,290,953462,89,5,17,2,188187,188177,6,6,4,5,11,290335,179191,7,8,95,11,5,0,5,0,42,360514,142,30,1,1,0,7,0,0,7,1,2,2,2
10:41:11,20.2,0.0196524,1.70,19.36,0,0,0,0,0,0,4,20,288129,7,0,4,1341,111388,1722,0,0,7442,5393,2530,2797,457,103,488,63,2,43,43,1,957,273,941452,89,5,17,2,188067,188054,4,4,4,4,11,287911,178968,7,8,96,11,7,0,5,0,40,364136,138,28,0,0,0,7,0,0,7,0,0,0,0
10:41:21,20.3,0.0195555,2.36,19.09,0,0,0,0,0,0,6,4,298704,7,0,4,1316,121803,1703,0,0,7117,5088,470,936,51,4,76,0,2,43,43,1,57,19,983064,89,0,22,2,186158,186143,4,4,0,0,2,298332,179360,3,3,101,10,10,0,0,0,41,382922,142,32,1,0,0,1,0,0,1,1,0,0,1
